offense_id,incident_id,crime_head,mo_text,mo_signature,severity_weight
OFF001350,INC001349,Burglary,Accused gained entry through the compound wall and removed a bag of valuables from the premises while occupants were away.,none,15
OFF001351,INC001350,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001352,INC001351,Theft,Accused was seen loitering near a railway station before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF001353,INC001352,Riots,Offense recorded under Riots.,none,20
OFF001354,INC001353,Rape,Offense recorded under Rape.,none,85
OFF001355,INC001354,Burglary,Accused gained entry through the terrace access and removed two mobile phones from the premises while occupants were asleep.,none,15
OFF001356,INC001355,Murder,Offense recorded under Murder.,none,100
OFF001357,INC001356,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001358,INC001357,Theft,Accused was seen loitering near a railway station before removing a laptop and fleeing on a bicycle.,none,8
OFF001359,INC001358,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001360,INC001359,Cheating,"Accused posed as a bank official and convinced the victim to transfer funds via UPI, then became unreachable.",none,20
OFF001361,INC001360,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001362,INC001361,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a bicycle.,none,8
OFF001363,INC001362,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001364,INC001363,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001365,INC001364,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001366,INC001365,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a on foot.,none,8
OFF001367,INC001366,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001368,INC001367,Theft,Accused was seen loitering near a residential lane before removing two mobile phones and fleeing on a on foot.,none,8
OFF001369,INC001368,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,none,8
OFF001370,INC001369,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001371,INC001370,Theft,Accused was seen loitering near a bus stop before removing two mobile phones and fleeing on a two-wheeler.,none,8
OFF001372,INC001371,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001373,INC001372,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a sharp weapon.",none,35
OFF001374,INC001373,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001375,INC001374,Cheating,"Accused posed as a insurance agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001376,INC001375,Burglary,Accused gained entry through the terrace access and removed two mobile phones from the premises while occupants were at work.,none,15
OFF001377,INC001376,Theft,Accused was seen loitering near a bus stop before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001378,INC001377,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fraudulent link, then became unreachable.",none,20
OFF001379,INC001378,Theft,Accused was seen loitering near a residential lane before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001380,INC001379,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a road-rage incident, causing injury with a knife.",none,35
OFF001381,INC001380,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a auto-rickshaw.,none,8
OFF001382,INC001381,Burglary,Accused gained entry through the terrace access and removed a bag of valuables from the premises while occupants were asleep.,none,15
OFF001383,INC001382,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a iron rod.",none,35
OFF001384,INC001383,Murder,Offense recorded under Murder.,none,100
OFF001385,INC001384,Burglary,Accused gained entry through the unlocked back door and removed a bag of valuables from the premises while occupants were away.,none,15
OFF001386,INC001385,Theft,Accused was seen loitering near a parking lot before removing a bag of valuables and fleeing on a on foot.,none,8
OFF001387,INC001386,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001388,INC001387,Theft,Accused was seen loitering near a residential lane before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001389,INC001388,Burglary,Accused gained entry through the compound wall and removed a laptop from the premises while occupants were away.,none,15
OFF001390,INC001389,Robbery,"Accused approached the victim near a parking lot, threatened them with a iron rod, and fled with a laptop on a auto-rickshaw.",none,45
OFF001391,INC001390,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a parking lot over a property boundary, causing injury with a knife.",none,35
OFF001392,INC001391,Cheating,"Accused posed as a delivery agent and convinced the victim to transfer funds via a fake QR code, then became unreachable.",none,20
OFF001393,INC001392,Theft,Accused was seen loitering near a parking lot before removing jewellery and fleeing on a bicycle.,none,8
OFF001394,INC001393,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001395,INC001394,Attempt to Murder,Offense recorded under Attempt to Murder.,none,70
OFF001396,INC001395,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a railway station over a family matter, causing injury with a blunt object.",none,35
OFF001397,INC001396,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001398,INC001397,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a property boundary, causing injury with a knife.",none,35
OFF001399,INC001398,Theft,Accused was seen loitering near a residential lane before removing a bag of valuables and fleeing on a two-wheeler.,none,8
OFF001400,INC001399,Theft,Accused was seen loitering near a parking lot before removing cash and electronics and fleeing on a on foot.,none,8
OFF001401,INC001400,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a market area over a property boundary, causing injury with a sharp weapon.",none,35
OFF001402,INC001401,Burglary,Accused gained entry through the rear window and removed jewellery from the premises while occupants were at work.,none,15
OFF001403,INC001402,Theft,Accused was seen loitering near a market area before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001404,INC001403,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a bicycle.,none,8
OFF001405,INC001404,Theft,Accused was seen loitering near a market area before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001406,INC001405,Theft,Accused was seen loitering near a parking lot before removing two mobile phones and fleeing on a bicycle.,none,8
OFF001407,INC001406,Theft,Accused was seen loitering near a bus stop before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001408,INC001407,Theft,Accused was seen loitering near a railway station before removing jewellery and fleeing on a two-wheeler.,none,8
OFF001409,INC001408,Burglary,Accused gained entry through the kitchen ventilator and removed two mobile phones from the premises while occupants were away.,none,15
OFF001410,INC001409,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a residential lane over a family matter, causing injury with a sharp weapon.",none,35
OFF001411,INC001410,Hurt / Grievous Hurt,"Accused engaged in an altercation with the victim near a bus stop over a family matter, causing injury with a sharp weapon.",none,35
OFF001412,INC001411,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a on foot.,none,8
OFF001413,INC001412,Theft,Accused was seen loitering near a market area before removing two mobile phones and fleeing on a on foot.,none,8
OFF001414,INC001413,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001415,INC001414,Theft,Accused was seen loitering near a residential lane before removing cash and electronics and fleeing on a auto-rickshaw.,none,8
OFF001416,INC001415,Kidnapping and Abduction,Offense recorded under Kidnapping and Abduction.,none,55
OFF001417,INC001416,Riots,Offense recorded under Riots.,none,20
OFF001418,INC001417,Theft,Accused was seen loitering near a bus stop before removing a laptop and fleeing on a two-wheeler.,none,8
OFF001419,INC001418,Theft,Accused was seen loitering near a railway station before removing a bag of valuables and fleeing on a auto-rickshaw.,none,8
OFF001420,INC001419,Dowry Death,Offense recorded under Dowry Death.,none,90
OFF001421,INC001420,Theft,Accused was seen loitering near a bus stop before removing cash and electronics and fleeing on a two-wheeler.,none,8
OFF001422,INC001421,Theft,Accused was seen loitering near a market area before removing jewellery and fleeing on a auto-rickshaw.,none,8
OFF001423,INC001422,Arson,Offense recorded under Arson.,none,40
